,PCCL3Ctrl_mean,PCCL3Ctrl_std,PCCL3Ctrl_n,PCCL3TSH0_mean,PCCL3TSH0_std,PCCL3TSH0_n,PCCL3TSH24_mean,PCCL3TSH24_std,PCCL3TSH24_n,PCCL3TSH48_mean,PCCL3TSH48_std,PCCL3TSH48_n,minuslog10_pvalue,fold_change,log2_fold_change
DAG(54:1),0.0005922906366863769,8.287565758368117e-05,3,9.713619767374808e-05,5.628594344578608e-06,3,0.00014938654112394185,3.971507874180769e-05,3,0.0007655187344089089,0.00010626178716253797,3,3.3923240109491193,7.8808801738365455,2.978356765660914
DAG(54:2),0.0006414379649539471,8.73972982264447e-05,3,0.00011545222872515598,1.3941306902585755e-05,3,0.00018648407764613938,4.7660711334420994e-05,3,0.0011476162220307917,0.00018855125240990585,3,3.1563400724222674,9.940182486756418,3.313272337735434
DAG(54:3),0.00020454440091666575,2.5528584036071875e-05,3,4.058445487812418e-05,4.937375121069099e-06,3,8.114232265229407e-05,2.3250817114185822e-05,3,0.0003644733162669077,5.6915190248678776e-05,3,3.2196949755183186,8.980613817813431,3.1668140553953057
DAG(56:1),0.00038618985744712984,6.694455830848786e-05,3,0.00010141436765612263,6.124473125257103e-06,3,9.784926886446858e-05,2.2619241789383516e-05,3,0.00040158162984611697,4.440353140956989e-05,3,3.5007259972377596,3.9598100262066023,1.9854312179756044
DAG(56:2),0.0006584649324081429,0.00012430108757234247,3,0.00013450670658060355,8.964754910770439e-06,3,0.00013310854638866646,4.2773649066987635e-05,3,0.0008800222173035924,6.563998667802578e-05,3,4.3887748222860825,6.542589880276612,2.709861838751897
DAG(56:3),0.0002870857879128502,5.049566107722989e-05,3,8.378323729281922e-05,1.2173227185606316e-05,3,6.486279434063376e-05,1.62590830531336e-05,3,0.000396557493187294,4.146037462133504e-05,3,3.632855815022165,4.733136436365435,2.2427965094903493
DAG(56:4),0.00012970864422480496,3.966738987993509e-05,3,4.0792211290499737e-05,3.764683179420611e-07,3,2.7907094765349145e-05,1.1231502284282937e-05,3,0.00012624479857747365,1.906886805372119e-05,3,2.8279645438977137,3.0948260607503597,1.6298583275834506
DAG(56:5),6.060931114906015e-05,1.10896757580851e-05,3,1.7210742657938764e-05,1.5876659872449872e-06,3,1.347954910187888e-05,3.4281114796628915e-06,3,3.60469227369652e-05,3.7159248765897428e-06,3,2.893315285225048,2.0944431889659283,1.0665667521401276
DAG(58:1),0.0001498853605944315,2.038831310632774e-05,3,7.51595663674946e-05,3.4285549695416235e-06,3,4.5327550599299425e-05,1.1631202720316466e-05,3,0.00012403337336311395,1.3808237820547715e-05,3,2.3975386000457286,1.6502672827654385,0.7226997070719338
DAG(58:2),0.0002896267789148248,4.782918674586333e-05,3,0.00012722479382301955,9.136871501237059e-06,3,8.039094183520287e-05,1.8376083463151356e-05,3,0.0003572136250039532,4.2815325780518775e-05,3,3.0920249222334646,2.807735931573743,1.489407256111264
DAG(58:3),0.00022761554445379872,5.920850770676414e-05,3,0.00011361729174754594,7.040895233098278e-06,3,5.912687877300713e-05,2.140590930765052e-05,3,0.00023252111036679683,4.468426175877698e-05,3,1.9831475374514058,2.0465292455962727,1.03317928352922
DAG(58:4),0.00012580801624544226,3.446189899567994e-05,3,8.63325720566765e-05,4.256607513228074e-06,3,4.0723300242263495e-05,1.067735086987337e-05,3,8.74102017615923e-05,1.6476292635137076e-05,3,0.03718427781799308,1.0124823074216804,0.017896697905392174
DAG(58:5),6.454657804400333e-05,1.9548829852963202e-05,3,3.618522189389245e-05,5.083168136853248e-06,3,1.4941594286792543e-05,4.2772984841063786e-06,3,3.592733291250315e-05,6.4733613381181584e-06,3,0.018035447367688466,0.9928730855334944,-0.01031877851668954
DAG(59:1),2.8625310292435576e-05,1.9949000540750058e-06,3,2.4575004817642204e-05,1.4844367976958677e-06,3,2.17778795726631e-05,4.908992502804875e-06,3,2.3790691484127286e-05,1.3749784585987656e-06,3,0.26860732730370757,0.9680849163882213,-0.04679449461987519
DAG(60:1),5.250685459870057e-05,8.865029675099567e-06,3,4.180692213880954e-05,2.2640125505975642e-06,3,3.0715112516510005e-05,7.910377646773727e-06,3,3.671943595879486e-05,6.182660576488114e-06,3,0.5989490669998072,0.8783099563483067,-0.18719793693364142
DAG(60:2),9.33722204654031e-05,2.1921232831187675e-05,3,8.314495155398421e-05,1.9914052913781434e-06,3,4.393004936771807e-05,1.023886187388009e-05,3,9.542147573542967e-05,1.3222787421716902e-05,3,0.7281512731917262,1.147652069692705,0.1986853306811217
DAG(60:3),8.05539046209244e-05,1.4486511430136163e-05,3,7.004829278806264e-05,6.363921223934163e-06,3,2.7506940859959854e-05,6.9955500009486865e-06,3,7.19552808503747e-05,3.3030435968014026e-06,3,0.17459334956604575,1.0272239049148826,0.038750681463882775
DAG(60:4),5.907877594774338e-05,7.363286281882255e-06,3,6.277401579782003e-05,4.6954340136350515e-06,3,2.6025510459648793e-05,6.920703635905398e-06,3,3.367911915015558e-05,4.78021749101619e-06,3,2.7764415787557266,0.5365136947527446,-0.8983130979974365
DAG(60:6),6.74488978886314e-05,1.582699196489066e-05,3,3.0208208387422274e-05,6.796828937826044e-06,3,1.6128628168238223e-05,4.101823804109658e-06,3,1.443309261565709e-05,2.077023243298352e-06,3,1.7354509241356901,0.4777871110577536,-1.0655601591840942
DAG(42:3),2.3966454690842063e-05,1.086495877664824e-06,3,2.7195910832769257e-05,2.58224820108166e-07,3,2.25709275926573e-05,7.859719097108598e-06,3,2.4969647382889332e-05,3.973372413909847e-06,3,0.411532169845028,0.918139772424999,-0.12321429676607035
DAG(44:3),1.9507929489379407e-05,4.553349140492989e-06,3,2.151673709159878e-05,2.3630356990364763e-06,3,2.4477840577000935e-05,5.189592068677116e-06,3,1.9472860596551808e-05,3.968887153740824e-06,3,0.3132172350233602,0.9050099238399392,-0.14399448280624866
DAG(45:3),1.9353510097866652e-05,5.8131174329671575e-06,3,2.03968875839782e-05,4.203084618482542e-06,3,1.704624372622491e-05,4.101689353360121e-07,3,1.5665128776189002e-05,2.2543218867805452e-06,3,0.7935529911380789,0.7680156451170518,-0.3807923947444637
DAG(47:3),1.5998349045370157e-05,2.4785663904786576e-06,3,2.0631051929251565e-05,2.727784041485901e-06,3,1.8014248805351502e-05,3.950146992919611e-06,3,1.645847306459209e-05,2.995301390951813e-06,3,0.8268088678872049,0.7977524908100582,-0.3259868868717017
DAG(48:3),1.868494171092859e-05,1.3270644748122017e-06,3,2.2372905608531672e-05,1.044574855578717e-06,3,1.765990902259728e-05,4.348079753096158e-06,3,2.0041370777586555e-05,3.5302152246160245e-06,3,0.4758925528042032,0.8957875712819344,-0.15877144540988183
DAG(53:3),1.6550540561783885e-05,1.1534084320615426e-06,3,1.92102787813324e-05,3.011800704284353e-06,3,1.5263086039494895e-05,4.909739033506089e-06,3,1.3354379984996579e-05,4.1993914617135245e-07,3,1.5382050061395043,0.6951684635609612,-0.5245654593636355
DAG(56:3),1.5069669379056225e-05,1.1675722136749423e-06,3,1.7556305956172675e-05,9.434289442216572e-07,3,1.8505874602817103e-05,4.706403803839146e-06,3,1.6114105138516124e-05,3.1029624024922807e-06,3,0.3150290971772924,0.9178528318396341,-0.12366524385806262
TAG(54:0),0.00029608560983098483,2.6892239615475213e-05,3,0.00011947894956103646,3.851821706797991e-06,3,0.00016037806266218707,3.990753640796297e-05,3,0.0004001624454711812,4.1235364411917804e-05,3,3.521057755439787,3.3492296922710727,1.7438293203674604
TAG(50:0),0.0008313555901949057,0.00013199457966770687,3,0.00019029842382068738,7.892975505100104e-06,3,0.000763719482836071,0.00015385419640735748,3,0.0017360098913262918,7.696415715940027e-05,3,5.3807774171705685,9.122565791517449,3.189439650496376
TAG(50:1),0.0024152917817232924,0.0003385096437158144,3,0.0007125965324665001,1.917062890902962e-05,3,0.002526812186224616,0.0003688970198736153,3,0.006750175553739965,0.000699120016443478,3,3.9335232125088777,9.472647208057104,3.2437676548642296
TAG(46:0),0.00024339900241424515,5.225035872929113e-05,3,8.383215018818988e-05,5.537521610779641e-06,3,0.0003510273623992792,5.050406093112094e-05,3,0.0006800256124238615,2.716976498481684e-05,3,5.50802995966414,8.111752005612548,3.020013546603832
TAG(48:1),0.0009100229934258564,0.00022256404878910385,3,0.000287522198682389,1.2484218519406787e-05,3,0.0015848977593497474,0.00018922438537466086,3,0.0032594083412766785,0.0004967968504797958,3,3.309471655755766,11.336197191776414,3.502864853979609
TAG(48:2),0.0002721201292531282,9.068336961844302e-05,3,8.557374558688481e-05,4.111152619100977e-06,3,0.0007798978801001089,6.348541775244552e-05,3,0.0011122072098978264,0.00019385017528283907,3,3.1051612102672506,12.997061216264973,3.7001135452168867
TAG(49:0),3.864265235549068e-05,6.6298144505501785e-06,3,2.035747818008614e-05,5.412546058100986e-06,3,3.967462765161965e-05,7.487065459567013e-06,3,3.775523788093755e-05,5.879761013844115e-06,3,1.7078846086474477,1.8546127151382654,0.8911179511137415
TAG(48:3),3.2093459861461206e-05,1.4846497337073557e-05,3,1.5187290483761493e-05,1.4420312587487726e-07,3,0.00011553611577972936,7.308954884139537e-06,3,0.00013458205252743784,2.007630795388464e-05,3,3.30006022397982,8.861491960750683,3.147549617873795
TAG(49:1),9.011999009621333e-05,7.903035634959102e-06,3,4.528496399234432e-05,5.428293688337503e-06,3,0.00011081280644271387,2.0133711906965184e-05,3,0.00010811114868372581,1.9950757576960654e-05,3,2.204694629733352,2.3873519851313696,1.2554112894053409
TAG(49:2),5.317159790705903e-05,4.802488662351406e-07,3,3.345633487274552e-05,7.035194955580613e-06,3,9.032006160677222e-05,2.013857272177098e-05,3,8.154834805980397e-05,1.219055132680351e-05,3,2.389051068950036,2.437456116158007,1.285376244884345
TAG(50:2),0.0011288473758880016,0.00023856529492723296,3,0.00035147301985488785,1.916017647834748e-05,3,0.0022716744869712775,0.0002434127644386265,3,0.004418114734719027,0.0006597565223979084,3,3.359772972883827,12.570281316452476,3.651945031782575
TAG(50:3),0.0002217346455224217,7.031507037507043e-05,3,6.539156261817553e-05,4.34302069466806e-06,3,0.0005578440774715146,5.0657403545190306e-05,3,0.0010350808963602509,0.00019249883152810355,3,3.0215930470621353,15.828967146788308,3.9844952163877063
TAG(51:1),0.00011288792357630704,9.279143894933526e-06,3,5.614059966233148e-05,5.956550862534806e-06,3,8.890259889981225e-05,1.1905268311692582e-05,3,0.00012871078981806791,2.2773583812724472e-05,3,2.2272081510409345,2.2926507837861356,1.1970166205670651
TAG(51:2),0.00010530263182016834,1.1381086490508813e-05,3,4.1407046802735256e-05,2.1832121188576054e-06,3,0.00010206419508463033,9.161937988102646e-06,3,0.00014510227795957656,2.0988233638177726e-05,3,2.9808192727587706,3.50428946673858,1.8091219515885302
TAG(51:3),2.945886938210659e-05,1.7038064046022794e-06,3,1.37477809921578e-05,1.305350019499573e-07,3,4.924239432810957e-05,4.022762083249186e-06,3,6.52607641688998e-05,1.418858501951126e-05,3,2.485821286058323,4.747003476861229,2.2470171064449556
TAG(52:0),0.00054806195371554,5.259237046346539e-05,3,0.00013144103278654162,9.407155519172623e-06,3,0.00033747943788162024,7.107322874089049e-05,3,0.0009031362718662635,0.0001074467225545864,3,3.613090963624277,6.871037549841411,2.7805279673096246
TAG(52:1),0.0021104289889939203,0.0002566240269981753,3,0.0005430313048029178,2.6840617385232138e-05,3,0.0014982671108399656,0.0002416398643059942,3,0.005561489159997777,0.0006539269008489174,3,3.7310319558516154,10.241562706990173,3.3563639603829283
TAG(52:2),0.002604487576674142,0.00034659340767993215,3,0.0008220982561511521,2.9327405072318867e-05,3,0.002474794747417887,0.00043153872085884503,3,0.008451934849280899,0.0010193638058698935,3,3.689163812243127,10.280930273287083,3.3618989080510513
TAG(53:0),2.7445803826317685e-05,5.301684599560334e-06,3,1.859521229636431e-05,1.7656129921988127e-07,3,2.6081528468436434e-05,4.9127466393993615e-06,3,2.4124785467603138e-05,2.1550205482680606e-06,3,1.9420665394611696,1.2973654230513925,0.37558489421638214
TAG(52:3),0.0007221914195473314,0.00012355765452864127,3,0.000245198112213139,8.98858731907358e-06,3,0.0010457386644129264,0.0001298062116013804,3,0.002958292264470009,0.0005260418816275303,3,3.0610634058492496,12.064906363954822,3.5927448136915667
TAG(53:1),8.330392744065769e-05,8.796897464351994e-06,3,3.936135246639946e-05,2.6137219187358893e-06,3,5.7890400055069424e-05,1.0882210958283288e-05,3,8.703108463137885e-05,1.1400216742717508e-05,3,2.672886520006391,2.2110796295851958,1.1447509831545846
TAG(52:4),0.0001519840867801981,2.4948756331149564e-05,3,5.641162489932619e-05,5.044429714343492e-06,3,0.00023829481048126037,1.734966385309784e-05,3,0.0004970893063799116,8.080595901196413e-05,3,3.1513176367356994,8.811823932869006,3.139440669152005
TAG(53:2),0.0001110745152043427,9.290019271986982e-06,3,3.587952874838815e-05,1.6126884809667977e-06,3,6.66232759549821e-05,1.5748631620630773e-05,3,0.0001400959705269494,1.3917504244052441e-05,3,3.6792502923850763,3.904621253790661,1.965182614493219
TAG(53:3),4.171446022186827e-05,9.339417509086577e-06,3,1.4073810454368286e-05,1.3363064745883317e-07,3,3.997969389704504e-05,9.77486586091425e-06,3,8.34317947094226e-05,1.2850723793388813e-05,3,3.1371016287775966,5.928159611068707,2.5675842916041627
TAG(54:1),0.0012804357458057792,0.0001238632900216595,3,0.0002973742716850561,8.500671217106578e-06,3,0.0006466804907531847,0.0001817715444085282,3,0.0027213625821515663,0.0003363886890248235,3,3.6246663008288564,9.151304740423924,3.1939774492268524
TAG(54:2),0.001846711244510961,0.00013602225730216687,3,0.0006050196487786455,2.6250530065473757e-05,3,0.0013233178278084356,0.000187834393049285,3,0.005716547450160317,0.0008051832958070418,3,3.4093929528482194,9.448531897600885,3.2400901823929367
TAG(55:1),4.5521677808684695e-05,8.821795516526597e-06,3,2.5442596230666308e-05,3.889494234661766e-06,3,2.4681571604597506e-05,6.277003653041234e-06,3,4.183983966542099e-05,2.7274593583452607e-06,3,2.405173454644771,1.6444799613252858,0.7176314284391871
TAG(54:4),0.00037245155934047274,3.326784432028291e-05,3,0.00016873200334558978,1.517051228582904e-05,3,0.0003439846612476687,5.1712011019152396e-05,3,0.00104590660920833,0.00017907839429878318,3,2.969515929518626,6.198626155502629,2.631948496423131
TAG(55:2),6.48059297039299e-05,7.548941223452684e-06,3,2.206922558185377e-05,2.0954701024148224e-07,3,3.0255047598883572e-05,7.694446988365739e-06,3,7.43495646510517e-05,1.4973130904697849e-05,3,2.4233270101399857,3.368924948240367,1.7522882889501719
TAG(54:5),0.00012789380371793752,1.5714277525429282e-05,3,6.0072312123887734e-05,6.005097624462956e-06,3,0.00011756165863952667,1.79459622184388e-05,3,0.0002325100415255255,4.017760298295834e-05,3,2.7392456648073553,3.870502621008123,1.9525209259953813
TAG(56:0),9.858723028308357e-05,1.560738142341179e-05,3,3.89363083428774e-05,3.6969974197005977e-07,3,4.912071732333415e-05,1.436856958450437e-05,3,0.00010890641640970591,1.4640858978850568e-05,3,2.934063511750818,2.7970401161472234,1.4839009456094647
TAG(54:6),6.825362035190629e-05,6.528989183552439e-06,3,2.738615377494494e-05,2.132495236126777e-06,3,4.511680987395974e-05,8.522882525301231e-06,3,7.331743132020427e-05,1.1741198985598674e-05,3,2.5799751106719633,2.67717153429851,1.4207095796785458
TAG(56:1),0.0005583499292128283,6.655753836901043e-05,3,0.00016000226674235535,4.466705572509376e-06,3,0.00022068592195701538,6.553212481605931e-05,3,0.001001009624123761,9.570112678911519e-05,3,3.9621537074260944,6.256221518009136,2.6452915959693293
TAG(56:2),0.0010417253932027042,0.00016466948526846958,3,0.0003088577894621862,1.3160328326552734e-05,3,0.0005031041609983674,8.94132947724029e-05,3,0.0025302679736987836,0.0002818418933045214,3,3.7761034825752597,8.192339840626124,3.034275563508891
TAG(57:1),4.100025093000525e-05,8.451724553940103e-06,3,2.682417426484196e-05,2.4066374322844114e-06,3,2.904149207112507e-05,4.086227981039825e-06,3,3.3130723583500297e-05,6.078939011958498e-06,3,0.7693103816100271,1.2351069321423338,0.30463595176388697
TAG(56:3),0.0008387571283527984,0.00013543130291071063,3,0.00031010189666955996,2.669791921149025e-05,3,0.0005077832935629221,0.0001035714994546272,3,0.0025553066454377747,0.00041826784929370584,3,3.124669367532371,8.240216112449877,3.0426821748200426
TAG(57:2),3.410947867217684e-05,6.2195464854053445e-06,3,2.157607872334304e-05,2.0486458722542902e-07,3,2.2863087122432306e-05,4.047295376885774e-06,3,3.8319280421866734e-05,3.678448244719972e-06,3,2.851436699708961,1.77600762924587,0.8286377791269499
TAG(56:4),0.0003860332332084316,6.710114966019646e-05,3,0.00019718722233267902,3.082466070434697e-05,3,0.0002307872576985227,3.995058532507525e-05,3,0.0008346131112416574,0.0001380166266795091,3,2.8378741437835693,4.2325922611433855,2.08154151602247
TAG(56:5),0.00018903862719806824,1.480755066984517e-05,3,8.78344982933157e-05,4.714111206559679e-06,3,0.00011273105689020478,1.4995171875017619e-05,3,0.00031135951986071875,5.649855089807366e-05,3,2.6188912152305646,3.5448431528687125,1.8257217945777602
TAG(58:1),0.00018826547805822564,2.9730496811916315e-05,3,6.008175242776009e-05,5.704754588968442e-07,3,7.256862871891555e-05,1.9609817575645857e-05,3,0.00029485245050392357,3.831700048749364e-05,3,3.3501941245508022,4.907520812720009,2.294994386151818
TAG(56:6),0.00015249653968671246,2.5187751112622286e-05,3,5.4459798020395176e-05,9.368596859951543e-06,3,6.754688232099791e-05,1.4799211111394644e-05,3,0.00011277734106405144,1.847543180171407e-05,3,2.087062537957601,2.0708365650165717,1.0502136973806055
TAG(58:2),0.00041795648899452037,5.9552405015128947e-05,3,0.00012768410083807634,2.0222196984607188e-05,3,0.00015802715062903906,4.581450717527656e-05,3,0.000917381733671541,0.0001592392245863002,3,2.982696962497256,7.1847765512710655,2.8449432891271558
TAG(56:7),7.0091995081524e-05,1.661245228642467e-05,3,4.037049872092539e-05,1.945672954973171e-06,3,5.0469530836457325e-05,9.581152554818069e-06,3,7.32352475172697e-05,1.3097353846496463e-05,3,1.897716052226951,1.8140783452672433,0.8592367634120781
TAG(58:3),0.000445118063160884,8.302422616042572e-05,3,0.00016761747719693624,1.3859059963875405e-05,3,0.00015645127341917014,2.8781392027313377e-05,3,0.001043225519720671,0.00018058682473412037,3,2.9536897269939413,6.223846923164045,2.637806577369746
TAG(58:4),0.00021496419994799444,5.733567466576348e-05,3,0.00012892638275076028,4.669620667354137e-06,3,9.555646188637812e-05,1.7807861180899745e-05,3,0.0004013600216462084,7.267465921714383e-05,3,2.5340199540070683,3.113094566704126,1.6383494023268064
TAG(58:5),0.00015165276336772572,3.90261999799026e-05,3,7.675393635947657e-05,4.983980574376861e-06,3,5.594439153036774e-05,1.95180388452958e-05,3,0.00018835724885009212,3.4197004213238006e-05,3,2.2998935469800172,2.454040245804751,1.2951589091258473
TAG(59:1),2.5769909045385123e-05,8.99997985364833e-06,3,2.435427157983389e-05,4.059335938029246e-06,3,2.086139394456828e-05,4.624575269483483e-06,3,2.36961128363743e-05,4.2620623095680235e-06,3,0.06759456657860646,0.9729756342207925,-0.03952441817386239
TAG(60:1),6.642739648957974e-05,1.235474310435064e-05,3,3.760690410153899e-05,2.2813590526592665e-06,3,3.1082836154560194e-05,8.972472662717712e-06,3,8.726632725879365e-05,1.0831077750630136e-05,3,2.8301946244770146,2.3204868718566614,1.2144275354909246
TAG(58:6),0.0001261170023190853,1.6995868280282088e-05,3,4.244243488223021e-05,2.945600808719453e-06,3,3.6767217248562166e-05,1.3732068898956066e-05,3,8.835690924756394e-05,1.1718514332339665e-05,3,2.5592313919584035,2.081805850506404,1.0578355289772876
TAG(60:2),0.00015755354520968147,2.915216525466682e-05,3,5.886550666670678e-05,4.3109829105341745e-06,3,6.559848560286412e-05,1.8918610006579955e-05,3,0.00026205657903943395,3.994907799463551e-05,3,3.028454709124946,4.4517849905409586,2.1543839160017644
TAG(58:7),0.00011283901414347172,1.535372611972002e-05,3,3.655541605212346e-05,2.292371061650691e-06,3,3.4499897261017644e-05,8.291491109646386e-06,3,7.173649389095897e-05,1.71726758901403e-05,3,1.6106204377965665,1.962403978350887,0.9726220637642053
TAG(60:3),0.00015697549303228173,3.4520023951769606e-05,3,6.121610975049136e-05,2.2646379437237317e-08,3,4.6735378215866265e-05,1.1880424091780607e-05,3,0.00036227376616928777,5.872962687650546e-05,3,3.051123612663589,5.917948194451869,2.565097067276256
TAG(58:8),2.459147615605023e-05,4.035097010918027e-06,3,1.768187052247161e-05,9.763816730309518e-07,3,1.424397534140032e-05,1.9259117617926634e-06,3,3.581016083496711e-05,9.674407448457358e-06,3,1.4948450570130736,2.0252473169881284,1.0180980962469268
TAG(60:4),0.00011672511198953469,3.496474798201965e-05,3,6.43947959999043e-05,8.153464915996016e-06,3,3.721729088381022e-05,9.465080853702982e-06,3,0.0001881140676364668,7.019688350034153e-05,3,1.4123599666995275,2.9212619547198555,1.5465917329806331
TAG(60:5),7.79076432993994e-05,2.4041686572706662e-05,3,4.294100202363117e-05,9.332433847903727e-06,3,2.0756214449315404e-05,5.444593011974044e-06,3,0.00010222797912179527,1.951077782760548e-05,3,2.046508903301346,2.380661239938869,1.2513623445768611
TAG(62:1),3.442344982261235e-05,3.107548750695361e-06,3,2.407032969437807e-05,2.124114577678177e-07,3,2.346176074561757e-05,5.966782029374038e-06,3,2.438338638439968e-05,2.349579295967552e-06,3,0.08118830121647819,1.0130059161630316,0.018642599799606897
TAG(62:3),5.595875508022081e-05,1.516337271540545e-05,3,3.720837188185422e-05,5.044989174742567e-06,3,1.956613510753883e-05,4.976048669568599e-06,3,9.713011884541378e-05,1.880561757962135e-05,3,2.2245110265747114,2.6104372197156573,1.3842914626912024
TAG(44:0),6.428691811916547e-05,5.911697367935288e-06,3,4.8922678170838304e-05,2.0287721493684844e-06,3,0.00010405492903016771,1.2987361172079704e-05,3,0.00016441076938434064,6.818573456018722e-06,3,5.021440155170771,3.3606248785117034,1.7487295143465855
TAG(44:1),5.8095452156763866e-05,3.679492728151473e-06,3,6.50313131397412e-05,6.17471473567027e-07,3,0.00011106090573863275,1.383344010977002e-05,3,0.00010249677223595598,1.0413914661244165e-05,3,2.4684650009288296,1.5761141408248656,0.6563720173064773
TAG(46:1),0.0001708405122311566,3.6271161255092326e-05,3,6.953700407325433e-05,1.1287080830338981e-05,3,0.00043372930735820236,3.57328151199114e-05,3,0.0006673563788535773,0.00012135147512016565,3,2.9777919601082194,9.597140224081919,3.262604572585984
TAG(46:2),4.6456585612920824e-05,7.416185400056825e-06,3,2.4599167395220884e-05,5.637444925970876e-06,3,0.000123398969719091,1.0879729292704838e-05,3,0.00013760243553057776,1.7309845550716714e-05,3,3.3723609822161467,5.593784265938655,2.4838246148326775
TAG(47:0),4.5309475061901055e-05,9.241513155013818e-06,3,3.6841264997527985e-05,2.6634671769749797e-06,3,6.136713833823198e-05,1.2285727412425747e-05,3,4.651588352733293e-05,1.4964190590799245e-06,3,2.26914488538924,1.2626027779028246,0.33640083034803936
TAG(47:2),3.297674775177386e-05,7.986676191806403e-06,3,2.7856818855881714e-05,3.0122715374951305e-06,3,6.43348077709393e-05,1.0911146340325621e-05,3,4.585892300383999e-05,4.014470148935375e-06,3,2.4664611508656193,1.6462368959317584,0.719171956655208
TAG(47:1),7.344331298870887e-05,1.4269818299694854e-05,3,6.326868420375257e-05,6.5668726231212655e-06,3,0.00010619926386828966,1.3273844205199634e-05,3,7.770231028951122e-05,7.884730320351311e-06,3,1.145751275468796,1.2281322310936027,0.29646590180965127
TAGEX(48:0),0.0007730458365131596,0.00016302564036436894,3,0.0002057596590790268,8.687339412341811e-06,3,0.0008795169352880747,0.00014147542865080347,3,0.0018616724844060367,0.00012939156941984387,3,4.606606733537588,9.047801171224812,3.1775672259192747
TAGEX(54:3),0.0010308172064595305,0.0001223465948463075,3,0.00043730514042306464,7.664723911957717e-05,3,0.0010073864841288664,0.00020821699105603617,3,0.0035438876209629,0.00042552217161671656,3,3.6202672600929042,8.103923995803974,3.018620643612042
TAG(51:0),3.7862238790617275e-05,4.988239045802717e-06,3,2.3303601635812354e-05,2.2126739484044755e-07,3,3.558798980110222e-05,5.700099290930647e-06,3,3.780285160824191e-05,4.4174211437472995e-06,3,2.32348579346302,1.6221892306186478,0.697942121744738
TAG(46:1),2.541205289296233e-05,6.95583314692959e-07,3,2.349861192087025e-05,2.2311901496407445e-07,3,2.8433089911214626e-05,1.1110053433593449e-06,3,3.753737505535415e-05,5.113154023033907e-06,3,2.047492038383778,1.5974294644193596,0.6757522294013568
TAG(48:0),0.0001254028820449134,3.534183656409092e-05,3,1.8937556390617256e-05,2.2550407096960266e-06,3,8.051747314130076e-05,1.5453442118412538e-05,3,0.00016514408213702994,1.6299744527578882e-05,3,3.9828939332717486,8.720453617703905,3.1244031825928635
TAG(48:1),0.00012782768630249862,2.5264234495938628e-05,3,4.428799523833998e-05,6.566190928304304e-06,3,0.0001061100547624266,2.2072406441451528e-05,3,0.00021897605163907402,2.572154255617111e-05,3,3.4710849643178383,4.9443658594306195,2.3057854997264147
TAG(48:2),4.394138274884003e-05,1.688698292182791e-07,3,2.952866227346718e-05,2.8037426473737323e-07,3,4.54782306350496e-05,9.410457685440382e-06,3,6.475302286094906e-05,6.18186071514185e-06,3,3.2264162997219303,2.1928871095231615,1.132831543555859
TAG(50:0),0.00021502550945867653,3.244622874070069e-05,3,2.7175747000981277e-05,2.934759515480315e-06,3,9.505574667492872e-05,2.564949054703296e-05,3,0.00022569351631822408,2.4332270141741113e-05,3,3.8245823239458456,8.304960901721472,3.0539733762520322
TAG(50:1),0.0004027118218193719,5.312600322372309e-05,3,8.07677321835102e-05,7.141797440677475e-06,3,0.00021853744499286776,3.155050971717839e-05,3,0.0006565927434320079,4.41559317411237e-05,3,4.620668186594427,8.129394322229837,3.0231478687989526
TAG(50:2),0.00013443070474629046,2.1923992163400655e-05,3,4.128097887650388e-05,2.532046696718684e-06,3,0.00010760344075723796,2.4519822277784176e-05,3,0.00026882575594602376,4.419258758289586e-05,3,3.05578183454919,6.512097417802095,2.7031222817799487
TAG(52:0),0.00017032813094155325,2.747476789713403e-05,3,1.6879981532902992e-05,1.5182443002432963e-06,3,5.3787452792490946e-05,1.7085591801484963e-05,3,0.00013979027768077008,1.4321108882448134e-05,3,3.9139648070189756,8.281423614610388,3.0498787949221886
TAG(52:1),0.000585594280670137,8.023168395852884e-05,3,8.084574184012635e-05,6.434176014676958e-06,3,0.00018439192556840198,4.6588209534560826e-05,3,0.0008860319915522302,0.0001012081505088962,3,3.7904677589533566,10.959538144932502,3.4541150966479206
TAG(52:2),0.0003614486486120479,4.5045644977263316e-05,3,6.4501349201805e-05,8.011699717598722e-06,3,0.00017637304470898983,2.708861497254398e-05,3,0.0008209353656331089,0.00015675246585172367,3,2.948502044687587,12.727413857106354,3.6698673959362726
TAG(54:0),8.828175327631367e-05,1.0616929699816979e-05,3,1.6056787420787787e-05,8.036318797858269e-07,3,2.5511105641733348e-05,1.0390823489510113e-05,3,6.130460726877217e-05,1.1333847282986665e-05,3,2.6351485318563412,3.8179871017912754,1.932812228930118
TAG(54:1),0.0005922906366863769,8.287565758368117e-05,3,9.713619767374808e-05,5.628594344578608e-06,3,0.00014938654112394185,3.971507874180769e-05,3,0.0007655187344089089,0.00010626178716253797,3,3.3923240109491193,7.8808801738365455,2.978356765660914
TAG(54:2),0.0006414379649539471,8.73972982264447e-05,3,0.00011545222872515598,1.3941306902585755e-05,3,0.00018648407764613938,4.7660711334420994e-05,3,0.0011476162220307917,0.00018855125240990585,3,3.1563400724222674,9.940182486756418,3.313272337735434
