Lipid identifier	01PCCL3Ctrl	02PCCL3Ctrl	03PCCL3Ctrl	04PCCL3TSH0	05PCCL3TSH0	06PCCL3TSH0	07PCCL3TSH24h	08PCCL3TSH24h	09PCCL3TSH24h	10PCCL3TSH48h	11PCCL3TSH48h	12PCCL3TSH48h	13Blank	14BlankStdrmix
3010116_53:1_NH4 1	1650773.21484375	1655895.6015625	1876951.328125	903166.6640625	808111.2197265625	880733.8583984375	1319424.138671875	1251023.30078125	1472955.4765625	1665919.25	1657386.3671875	1919721.5234375	0	619363.162109375
3010117_52:4_NH4 1	3970900.79296875	2482944.59375	3111012.90625	1343266.59375	1146934.015625	1224013.578125	5037797.578125	4908700.1171875	7088160.375	10140527.0	10153246.625	9522343.625	0	0
3010137_53:2_NH4 1	2534425.171875	1963908.5625	2454054.3125	818510.2734375	0	756981.94140625	1478379.828125	1547134.93359375	1582523.703125	2683328.240234375	2922335.03125	2842822.3125	0	219366.6875
3010140_52:5_NH4 1	843278.390625	518292.703125	617691.171875	0	0	0	944682.234375	1030613.07421875	0	1224174.6875	1111306.40625	1292394.28125	0	0
3010161_53:3_NH4 1	1082321.21875	604127.8671875	942716.1171875	0	0	309034.759765625	766358.1796875	1000495.921875	1024115.546875	1663053.25	1830702.125	1524741.21875	0	0
3010177_54:1_NH4 1	27386163.3125	23264015.5625	29313304.375	6680829.046875	6488962.484375	6417700.671875	13218592.375	16313577.125	15036210.25	53222277.5	58192706.5	52476021.75	426074.8671875	0
3010187_53:4_NH4 1	0	0	0	0	0	0	317035.42578125	0	0	712523.3125	570527.390625	423038.25390625	0	0
3010203_54:2_NH4 1	40511624.5	33728316.125	41157631.625	13462354.125	12739261.46875	13647004.25	28870658.375	28469274.0	35942572.25	113994150.75	119786436.0	109862072.0	252410.349609375	341839.33984375
3010232_55:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	157533.6435546875	144911.23291015625
3010264_55:1_NH4 1	813486.400390625	1050011.89453125	953573.34765625	471299.48046875	0	646624.84375	0	0	566655.15625	707212.783203125	996645.90625	846988.859375	344685.66015625	0
3010266_54:4_NH4 1	8191795.75	6674076.125	8417150.75	4045822.6875	3601748.125	3463235.439453125	7475395.3671875	7489037.625	9243796.375	21525350.9375	20860709.59375	20284241.71875	0	0
3010299_55:2_NH4 1	1358635.6328125	1171710.28125	1514959.0703125	0	0	484599.23828125	694614.548828125	0	0	1562221.51171875	1563869.1171875	1323865.734375	95350.328125	107989.095703125
3010306_54:5_NH4 1	2678804.84375	2296468.375	3008830.234375	1319311.3984375	1192365.796875	1444401.59375	2681480.1875	2432958.0625	3164944.71875	4786377.5703125	4543992.8125	4597911.25	0	212050.767578125
3010335_56:0_NH4 1	1828569.9375	1977161.1875	2317960.7734375	854969.07421875	0	0	976672.8828125	1263009.033203125	1146643.20703125	2157082.0	2295046.59375	2098715.703125	311733.3798828125	0
3010337_55:3_NH4 1	805175.7041015625	685405.703125	947889.1875	0	0	0	525455.26953125	531604.73828125	682688.08203125	1505986.125	1366454.5234375	1294591.21484375	0	0
3010350_54:6_NH4 1	1661555.5625	1193064.3125	1426582.15625	646852.3984375	567175.0546875	589258.5078125	985136.828125	1015398.5625	1150422.734375	1489414.09375	1525733.09375	1385085.609375	0	0
3010378_56:1_NH4 1	11495319.5	10250201.15625	13081941.75	3440982.015625	3659179.21875	3441937.2734375	4962153.8125	5353256.609375	4762100.46875	19100035.0	21053641.25	20236364.4375	489682.6123046875	0
3010380_55:4_NH4 1	273526.35546875	0	458960.9765625	0	0	0	0	0	0	0	549358.578125	498346.671875	0	0
3010398_54:7_NH4 1	0	0	357970.78515625	0	0	0	391473.3203125	373758.3046875	400700.60546875	469770.453125	479979.1328125	0	0	0
3010424_57:0_NH4 1	0	0	0	372519.814453125	0	426057.041015625	0	304748.89453125	0	287358.4248046875	354304.6962890625	0	274348.95703125	320081.9421386719
3010427_56:2_NH4 1	21695231.6875	18017583.1875	25350077.75	6565459.0625	7182404.5	6603746.25	10025385.84375	11783359.84375	13605201.96875	48708143.5	55077345.875	48823727.125	0	0
3010475_57:1_NH4 1	740444.76171875	971340.0546875	824594.654296875	0	644715.75390625	533637.884765625	627773.40625	629106.3125	790989.666015625	689914.1279296875	0	632216.193359375	344575.712890625	416430.654296875
3010477_56:3_NH4 1	16442833.125	15371938.0	20439369.25	7409216.0625	6458834.34375	6550605.0625	10908425.5625	11719011.25	12755646.9375	52026650.5	49599902.0625	51576858.5	0	0
3010530_57:2_NH4 1	602897.55078125	727254.828125	783647.818359375	0	0	473770.6484375	450504.017578125	0	623726.0703125	731307.5859375	809942.580078125	0	0	0
3010532_56:4_NH4 1	7238949.0	7353490.625	9414832.625	4767408.0625	4663523.5625	3557345.6015625	4270275.1875	5464268.0625	6669347.5625	17057941.5	17186069.75	15814299.25	0	0
3010589_58:0_NH4 1	580308.759765625	0	0	0	0	0	0	0	0	0	471395.724609375	488891.384765625	123680.0693359375	224326.4765625
3010591_56:5_NH4 1	3858451.75	3775272.3125	4137158.3125	1840721.0	1897772.125	2048147.59375	2315256.5	2508417.53125	3155478.625	6464626.75	6060804.625	6111771.9921875	0	0
3010592_57:3_NH4 1	529588.5078125	528161.1875	812966.7578125	0	0	0	0	0	0	750436.66796875	723277.0234375	717147.64453125	0	0
3010651_58:1_NH4 1	3671094.6640625	3490688.828125	4563138.421875	0	1319283.78515625	0	1518870.7578125	1796124.9375	1687378.6015625	5812671.59375	5905802.78125	6013030.765625	0	0
3010653_56:6_NH4 1	2944854.46875	2831318.03125	3718603.1875	1017766.25	1145468.1875	1425584.9140625	1462072.9765625	1571993.46875	1657668.609375	2304178.3125	2250829.84375	2206781.0	0	0
3010654_57:4_NH4 1	0	0	348511.32421875	0	0	0	0	0	0	308148.154296875	243494.798828125	390390.80078125	0	0
3010717_58:2_NH4 1	8000691.0703125	8172532.21875	9819905.84375	3213355.546875	2378546.2265625	2811296.5703125	3070803.625	4083873.2578125	3768857.0	18858114.4375	19106511.375	17038845.4375	82774.578125	0
3010722_56:7_NH4 1	1612008.21875	1023818.6171875	1765020.5078125	926623.40625	865782.546875	866391.6875	1177910.8359375	1061190.4609375	1288475.046875	1517699.5625	1439299.359375	1427875.0625	0	0
3010785_58:3_NH4 1	8041384.4375	8779364.0	10819155.875	3979943.5625	3629703.609375	3428626.453125	3124057.015625	3680988.109375	4193072.0	21491428.375	20471395.875	20529597.0	0	0
3010794_56:8_NH4 1	0	0	0	0	0	0	0	0	0	268421.58984375	360366.52734375	323271.015625	0	0
3010856_59:0_NH4 1	0	0	0	337341.3798828125	0	0	0	0	0	0	0	0	246489.47509765625	0
3010857_58:4_NH4 1	3761239.9375	3853294.25	5746790.375	2918477.5625	2777031.328125	2796086.0	1997877.75	2207118.5	2485207.9375	8322755.5	7756238.0	7946000.0	0	0
3010929_58:5_NH4 1	2894221.65625	2509577.09375	4053667.25	1599810.0625	1828570.5	1629888.53125	1098169.84375	1506875.2890625	1216033.03125	3911240.3125	3667165.0	3696100.125	0	0
3010930_59:1_NH4 1	374456.1611328125	676040.8515625	532644.201171875	455471.611328125	515931.6103515625	633536.99609375	408877.55859375	509464.96875	540731.7490234375	490313.05859375	455418.265625	0	0	425153.80859375
3011003_59:2_NH4 1	0	0	473999.30859375	0	0	0	0	0	0	414986.69921875	453271.34375	426789.048828125	0	0
3011004_60:1_NH4 1	1175908.630859375	0	1570258.9609375	846830.357421875	775181.064453125	854654.53125	638327.5859375	787259.888671875	0	1714353.1484375	1791716.54296875	1744899.90625	0	0
3011005_58:6_NH4 1	2642461.6875	2231520.03125	3001207.125	943997.6328125	867462.1005859375	983707.5625	777264.03125	980924.75	725911.0966796875	1690080.96875	2028179.921875	1617261.671875	0	0
3011052_59:3_NH4 1	0	0	319600.74609375	0	0	0	0	0	0	263196.2109375	256253.2734375	0	0	0
3011079_60:2_NH4 1	2819221.671875	3178143.46875	3779739.3125	1361645.3046875	1200296.9921875	1314267.6640625	0	1563046.4140625	1428614.94921875	5294839.078125	5267016.9140625	5166238.203125	0	171474.33203125
3011080_58:7_NH4 1	2489333.4375	1914519.0	2656938.9375	750662.3935546875	800492.6875	857408.7265625	681035.515625	853470.93359375	868508.15625	1572929.68359375	1395721.75	1304651.46875	0	0
3011156_60:3_NH4 1	2738248.6015625	3059785.8125	3943856.3359375	1331095.7265625	1357455.40625	0	1074554.943359375	1071440.4296875	0	7390646.53125	7298216.84375	7037130.96875	0	0
3011159_58:8_NH4 1	488116.6875	442748.01171875	602115.3515625	405900.6328125	370396.83203125	0	333550.6796875	267933.064453125	413805.87890625	803764.3125	715251.015625	610245.05078125	0	0
3011234_60:4_NH4 1	1805371.40625	2316913.96875	3100931.90625	1548968.1484375	1227221.046875	1462749.0	0	854458.140625	0	4624409.5625	3340226.9375	3106274.375	0	0
3011312_60:5_NH4 1	1343647.09375	1332338.3125	2168662.59375	1143849.0546875	936762.1640625	746052.67578125	456094.15234375	496526.1640625	0	1929329.21875	2548442.9375	1709014.0625	0	0
3011390_60:6_NH4 1	1195716.6875	1373220.203125	1711183.6484375	752065.0625	678939.75	630776.767578125	0	0	0	940954.1875	1003538.125	768190.75	0	0
3011468_60:7_NH4 1	1562810.59375	1487564.71875	2070518.12109375	441582.3359375	442288.453125	588152.162109375	0	0	0	886026.34765625	774638.765625	682360.8984375	0	0
3011483_61:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	183323.302734375	149568.0185546875
3011491_62:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	111093.294921875	136683.046875
3011545_60:8_NH4 1	699141.1015625	563397.09375	742254.96875	0	0	0	0	0	0	561488.61328125	568783.1171875	0	0	0
3011557_61:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	70592.4521484375
3011565_62:1_NH4 1	0	737580.67578125	690016.359375	0	529430.6328125	527654.2739257812	0	0	538649.9658203125	465529.6787109375	515165.79296875	0	330939.265625	426788.9599609375
3011638_62:2_NH4 1	0	790711.140625	1302670.7109375	0	0	0	374215.755859375	0	0	1279036.04296875	1345957.220703125	1471623.1953125	75276.384765625	116186.029296875
3011657_62:3_NH4 1	964925.96484375	1013685.9765625	1497816.232421875	922691.16015625	0	710661.09375	0	449211.724609375	0	2035733.484375	1999234.046875	1778157.2890625	0	0
3011728_62:4_NH4 1	886989.6875	0	1027232.96875	786680.75	676283.703125	823737.75	0	0	0	1328947.046875	1354895.640625	1307998.796875	0	0
3011797_62:5_NH4 1	562542.771484375	651197.3671875	810357.32421875	748688.830078125	589390.15234375	606264.716796875	0	0	0	764724.359375	1141943.1875	903418.8671875	0	0
3011865_62:6_NH4 1	551450.62109375	0	846377.1650390625	479083.787109375	0	400086.7421875	0	0	0	375251.765625	340423.62109375	0	0	0
3011914_63:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	111393.19384765625	0
3011930_62:7_NH4 1	700295.244140625	732291.880859375	1201174.859375	507713.95703125	0	319906.90625	0	0	0	459002.3125	340972.98046875	0	0	0
3011979_64:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	80969.9560546875	0
3011980_63:1_NH4 1	0	0	0	0	342417.1396484375	0	0	0	0	0	0	322730.755859375	293009.814453125	0
3011993_62:8_NH4 1	474780.7734375	488869.3515625	706913.23828125	0	0	0	0	0	0	0	0	0	0	0
3012041_64:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	117422.99755859375	174713.3583984375
3012042_63:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	169370.36328125
3012100_64:2_NH4 1	0	321551.2626953125	316389.9521484375	0	0	0	0	0	0	0	0	365340.7275390625	0	0
3012110_64:3_NH4 1	0	0	0	0	0	0	0	0	0	336134.6015625	0	412906.21875	0	0
3012163_64:4_NH4 1	0	0	0	0	0	0	0	0	0	332765.484375	0	0	0	0
3012214_64:5_NH4 1	0	0	0	0	360430.3857421875	0	0	0	0	166310.7265625	0	0	0	0
3012259_64:7_NH4 1	0	0	556243.7578125	0	0	0	0	0	0	0	0	0	0	0
3012298_65:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	164719.08984375	99536.5771484375
3012302_64:8_NH4 1	0	0	387807.10546875	0	0	0	0	0	0	0	0	0	0	0
3012338_66:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	155313.373046875
3012340_65:1_NH4 1	0	0	0	0	0	0	358678.3447265625	286087.6650390625	375590.25	0	400560.4873046875	318807.36328125	274192.54248046875	293815.36376953125
3012375_65:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	89824.8076171875
3012376_66:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	298653.861328125	256132.1337890625	289812.0859375
3012408_66:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	93048.6376953125	138113.734375
3012621_45:0_NH4 1	607499.8359375	822129.9921875	0	760141.0390625	1039854.76171875	0	903555.3740234375	1142925.25	1238793.640625	0	0	0	869283.1923828125	0
3012632_40:0_NH4 1	280295.560546875	0	0	0	0	0	0	0	0	0	0	0	0	0
3012643_43:0_NH4 1	0	0	0	0	355157.732421875	0	376443.47265625	0	0	0	0	0	0	0
3012645_44:0_NH4 1	1526409.6484375	1307534.8359375	1184610.001953125	1019857.642578125	1129337.572265625	0	2059498.98046875	2332670.0	3008117.9296875	2931612.693359375	3491529.3671875	3547607.9296875	756927.294921875	0
3012646_44:1_NH4 1	1222470.828125	0	1189305.34375	0	1427966.953125	0	2114028.203125	2506707.796875	3317184.1015625	1966249.4375	2174968.5625	2040404.84375	0	0
3012647_44:2_NH4 1	0	0	0	0	0	0	0	516445.390625	0	0	511953.765625	0	0	0
3012653_46:1_NH4 1	4760837.25	2908635.125	3098749.59375	1356869.53125	1829729.078125	1398544.3125	9455051.125	8703018.25	12825892.5625	13814985.875	13915957.375	12258495.34375	729617.6484375	993110.125
3012654_46:2_NH4 1	1120713.6875	999919.015625	781526.3046875	0	667287.3125	413782.423828125	2637729.96875	2557037.375	3599421.0625	2700872.59375	2918789.375	2664035.875	521746.8203125	0
3012707_45:1_NH4 1	894571.97265625	0	0	0	0	0	1077165.640625	1289383.580078125	2130337.25	0	0	0	948991.84375	0
3012714_47:0_NH4 1	798648.9853515625	1053318.69921875	950615.484375	751247.625	881293.9794921875	795584.2392578125	1127760.017578125	1489974.228515625	1724857.5078125	822024.25390625	1040562.87109375	962095.21484375	942075.373046875	782982.173828125
3012727_45:2_NH4 1	0	0	0	0	0	0	0	755827.8359375	1003782.796875	0	821999.03515625	646205.453125	0	527549.65625
3012729_47:2_NH4 1	669255.27734375	818392.1328125	556043.1953125	0	680929.3828125	542855.703125	1106832.96875	1501207.6875	2028945.53125	855368.46875	1023333.078125	894883.546875	403231.998046875	572851.1796875
3012768_47:1_NH4 1	1433853.71484375	1749261.1171875	1368250.51953125	1356325.35546875	1556917.12109375	1256392.56640625	1935599.34375	2387664.171875	3324567.1875	1446950.1796875	1777339.3046875	1477343.390625	1163170.65625	1210739.19921875
3012827_47:3_NH4 1	0	0	0	0	0	0	507964.9609375	0	834846.84375	358222.26171875	492107.546875	307762.978515625	0	92907.23828125
EX3010001_48:0_NH4 1	20715975.8125	11703783.96875	16325923.25	4523290.421875	4348338.390625	4681081.953125	19126132.3125	19335997.3125	23305993.875	34543297.625	40035910.0	38007251.375	842463.1484375	945871.078125
EX3010233_54:3_NH4 1	22754421.5	17833074.0	23895832.28125	11364394.625	9206316.5	8215437.625	22852741.25	22314274.25	24907642.5	69237354.0	74849622.0	69324058.0	0	256807.41015625
EX3012616_42:0_NH4 1	0	0	0	0	0	0	0	0	0	783432.8203125	0	0	0	0
IS3010031_51:0_NH4 1	893448.041015625	807659.1884765625	663006.3232421875	0	511703.845703125	0	765745.333984375	788393.978515625	946199.697265625	708709.9453125	729433.75390625	843242.4453125	343756.98828125	345894.923828125
TGOTheo_36:4_NH4 1	0	0	0	0	333473.1953125	0	0	0	0	0	0	0	0	0
TGOTheo_38:4_NH4 1	0	0	0	0	0	0	0	0	1242980.078125	0	0	0	0	0
TGOTheo_38:5_NH4 1	0	0	0	0	483724.48828125	460355.7578125	0	0	0	0	0	0	0	0
TGOTheo_40:3_NH4 1	0	0	0	0	0	0	0	0	588285.84375	0	461080.40625	0	0	0
TGOTheo_40:4_NH4 1	0	0	0	493197.5546875	0	0	426803.62890625	451107.55859375	0	0	0	304708.75390625	0	0
TGOTheo_40:5_NH4 1	406815.91015625	0	0	0	0	0	0	0	0	0	0	0	0	0
TGOTheo_40:6_NH4 1	0	0	558982.765625	362733.5234375	0	419776.4921875	0	449908.83984375	0	0	0	0	0	0
TGOTheo_44:0_NH4 1	0	0	0	0	0	0	0	0	0	0	269925.5751953125	0	0	0
TGOTheo_44:2_NH4 1	0	0	0	0	0	462993.09375	0	0	0	342711.65625	0	0	0	0
TGOTheo_45:1_NH4 1	0	0	0	0	668549.28515625	0	0	498513.38671875	0	404333.015625	0	0	0	0
TGOTheo_46:0_NH4 1	688438.732421875	400223.796875	546263.2021484375	0	0	0	428138.4521484375	426351.484375	0	675331.568359375	743721.1513671875	807066.12109375	0	0
TGOTheo_46:1_NH4 1	552557.78515625	495801.0546875	537346.69140625	515985.90966796875	0	0	574064.3359375	541299.671875	962020.62890625	746031.24609375	758042.939453125	0	0	0
TGOTheo_46:2_NH4 1	0	0	0	0	0	0	0	0	0	292939.318359375	0	0	0	0
TGOTheo_47:1_NH4 1	0	0	724340.115234375	0	721022.626953125	0	691181.755859375	0	1064078.771484375	0	0	0	0	0
TGOTheo_47:2_NH4 1	394263.35546875	0	380102.5078125	0	0	0	546348.23046875	552416.61328125	560471.2255859375	397480.203125	0	0	0	378609.92578125
TGOTheo_48:0_NH4 1	3278676.140625	1646793.296875	2990292.375	433208.05859375	455179.5390625	359297.3125	1724164.8125	1842378.72265625	2057587.64453125	3161210.7265625	3454745.5390625	3343872.9609375	0	0
TGOTheo_48:1_NH4 1	3153761.578125	1921320.71875	2964581.53125	1117927.11328125	852487.890625	944500.373046875	1986218.22265625	2588512.21875	2904526.890625	4164108.265625	4960499.40625	4102175.25	0	0
TGOTheo_48:2_NH4 1	979710.3828125	855256.578125	909007.25	648394.625	0	0	965694.546875	1059878.265625	1143525.890625	1137100.921875	1557985.0	1242734.140625	0	489185.6796875
TGOTheo_48:3_NH4 1	0	0	0	0	0	0	0	0	0	146475.1259765625	0	0	0	0
TGOTheo_49:1_NH4 1	0	407887.365234375	0	299941.2109375	0	0	0	0	0	0	0	0	0	0
TGOTheo_49:2_NH4 1	0	0	257412.63671875	304335.662109375	0	0	0	0	0	0	0	0	179933.06201171875	0
TGOTheo_50:0_NH4 1	5210335.578125	3456567.640625	4836344.421875	657529.642578125	0	535524.7421875	1875769.0546875	2407405.28125	2302056.296875	4341334.546875	4563273.609375	4696103.3828125	0	0
TGOTheo_50:1_NH4 1	8802113.21875	6908792.78125	9477427.4375	1586514.50390625	1826639.60546875	1909712.05859375	4533547.90625	4886222.875	6006187.34375	12156674.3125	13955269.90625	13596782.78125	602364.560546875	0
TGOTheo_50:2_NH4 1	3168037.34375	2137904.8125	3130352.875	835405.75390625	957612.4765625	927511.703125	2452661.609375	2423654.921875	2575776.6875	5466636.3125	5173057.0	5477811.5	367176.2041015625	413802.54296875
TGOTheo_50:3_NH4 1	622440.609375	317065.58203125	453161.5390625	0	0	0	569660.71875	464957.62109375	757389.7734375	991911.4453125	1083295.0625	0	0	0
TGOTheo_51:12_NH4 1	409985.314453125	0	601987.0380859375	0	0	0	0	0	0	0	0	0	0	0
TGOTheo_51:1_NH4 1	0	596855.12890625	0	0	0	0	0	0	0	0	0	0	0	0
TGOTheo_51:2_NH4 1	0	802989.91796875	586219.8984375	0	494209.609375	515166.64453125	0	0	0	0	0	0	390632.482421875	0
TGOTheo_51:3_NH4 1	0	0	0	0	0	0	0	0	0	0	348708.896484375	0	0	0
TGOTheo_52:0_NH4 1	3766288.640625	2801715.03125	4095974.75	353731.3786621094	349460.1904296875	408743.53564453125	1090421.9375	1400128.0546875	1193904.86328125	2629538.0859375	3150629.453125	2670101.8828125	0	0
TGOTheo_52:1_NH4 1	13196630.5	9799158.15625	13677235.09375	1878894.296875	1635609.51171875	1808869.2265625	3804033.171875	4530072.953125	4431457.421875	17193847.5625	18865186.25	17331586.5	161139.8330078125	0
TGOTheo_52:2_NH4 1	7396171.875	6632888.8125	8513106.375	1205030.796875	1497894.578125	1548900.984375	3567899.53125	4023551.125	4860978.5	17059247.375	15239401.25	16810493.5	175311.0048828125	188312.376953125
TGOTheo_52:3_NH4 1	2056068.21875	1452291.453125	2033051.625	0	0	0	777314.09375	0	1213337.546875	3640139.1875	3617718.9375	3064724.4375	0	0
TGOTheo_52:4_NH4 1	399626.9921875	0	0	0	0	0	0	0	0	595707.8125	532365.8828125	541480.33984375	0	0
TGOTheo_53:1_NH4 1	0	0	950382.7890625	455710.328125	674545.6953125	527702.08984375	0	654144.849609375	726776.052734375	0	0	0	0	704459.16796875
TGOTheo_53:2_NH4 1	0	0	517522.5703125	0	493722.39453125	389783.62890625	0	0	0	0	0	0	423766.33203125	351355.61328125
TGOTheo_53:3_NH4 1	0	0	322221.734375	0	0	0	0	0	0	0	0	0	0	0
TGOTheo_54:0_NH4 1	1905912.21875	1548991.04296875	2062940.4296875	367011.783203125	338438.2802734375	352010.28125	0	679685.37109375	458006.048828125	1265449.171875	1309463.40625	1100597.08984375	0	72635.255859375
TGOTheo_54:1_NH4 1	12818192.3125	10140350.71875	14078444.875	2229914.70703125	2023700.4296875	2143224.171875	2866581.46875	3801591.25	3717869.9453125	15233455.3125	15274033.5625	15491169.75	425120.275390625	0
TGOTheo_54:2_NH4 1	13192751.4375	11533338.875	15297202.3125	2759287.375	2214678.859375	2626254.625	3828761.59375	4601851.7265625	4477667.78125	23329751.625	24275424.6875	21280359.25	432560.107421875	335955.8203125
TGOTheo_54:3_NH4 1	4117950.625	3825262.0	4803878.375	775035.171875	1008762.4375	0	0	1929666.9375	1772226.109375	7385083.0	7518873.125	6972704.75	0	0
TGOTheo_54:4_NH4 1	1241984.40625	1034968.46875	1436247.90625	0	0	0	435843.2890625	477245.30078125	528660.43359375	1659287.4375	1588278.59375	1557636.09375	0	0
TGOTheo_54:5_NH4 1	498062.3203125	474046.296875	637998.015625	0	0	0	0	0	0	464392.0859375	605291.6015625	359617.0859375	0	0
TGOTheo_54:6_NH4 1	717289.29296875	632847.64453125	843725.673828125	0	0	0	0	0	0	539399.4609375	499171.75	752224.796875	0	0
TGOTheo_55:1_NH4 1	0	593050.9072265625	0	0	0	0	0	0	0	0	0	0	177001.30517578125	149952.666015625
TGOTheo_55:2_NH4 1	0	790497.09375	0	0	0	0	0	0	0	0	0	0	0	0
TGOTheo_56:0_NH4 1	833145.23046875	0	1104835.90234375	0	0	0	0	283081.72705078125	0	389257.91015625	0	0	0	62218.37109375
TGOTheo_56:1_NH4 1	7594052.3125	6937452.1875	9537995.0625	2238220.03125	2098604.96875	2342513.828125	1831343.421875	2434096.671875	2601301.4453125	7724392.03125	8742907.75	7755047.78125	582264.28515625	371713.9453125
TGOTheo_56:2_NH4 1	12749463.1875	11780704.1875	16496090.75	3144342.6015625	2823763.8359375	2889376.47265625	2445305.0	3568919.28125	3188091.2421875	16103353.96875	19883228.625	17323515.4375	363661.0087890625	0
TGOTheo_56:3_NH4 1	5460159.625	5346264.125	7060597.125	1870114.21875	2099135.546875	1551972.8125	1445607.03125	1520726.4375	1506836.53125	7634971.625	8349181.0	7923227.5	0	0
TGOTheo_56:4_NH4 1	2259917.96875	2203148.34375	3605497.9375	887331.625	0	904166.578125	474389.109375	803380.4453125	0	2536837.15625	2467017.375	2574032.6875	0	0
TGOTheo_56:5_NH4 1	1075844.515625	1258066.015625	1424478.2421875	408989.5859375	346446.5927734375	0	0	309472.02734375	0	691010.75	774646.1328125	708817.8359375	0	0
TGOTheo_56:6_NH4 1	1772390.65625	1600817.71484375	2439745.859375	449538.53515625	467397.6328125	0	0	0	0	915249.6328125	925313.4140625	813706.7421875	0	0
